date,user_id,user_persona,screen_time,sleep_hours,activity_type,activity_hours,peak_time,app,expense,category,mood,productivity_score,day_type
2025-11-12,2,disciplined_professional,4.8,6.1,work,4.0,8 PM,LinkedIn,606,Bills,Neutral,4,Weekday
2025-11-13,2,disciplined_professional,3.8,6.6,exercise,1.6,7 PM,LinkedIn,382,Health,Happy,8,Weekday
2025-11-14,2,disciplined_professional,4.2,5.7,exercise,0.8,9 PM,LinkedIn,564,Food,Stressed,3,Weekday
2025-11-15,2,disciplined_professional,7.0,6.5,exercise,1.8,8 PM,YouTube,1004,Travel,Happy,5,Weekend
2025-11-16,2,disciplined_professional,7.3,5.8,exercise,0.8,9 PM,LinkedIn,2316,Food,Neutral,6,Weekend
2025-11-17,2,disciplined_professional,3.3,5.7,exercise,1.2,9 PM,LinkedIn,595,Food,Neutral,6,Weekday
2025-11-18,2,disciplined_professional,4.3,5.9,exercise,1.0,10 PM,Chrome,645,Bills,Neutral,5,Weekday
2025-11-19,2,disciplined_professional,5.0,5.5,exercise,1.7,7 PM,Chrome,309,Food,Happy,4,Weekday
2025-11-20,2,disciplined_professional,3.3,6.6,exercise,0.7,10 PM,Chrome,310,Food,Happy,8,Weekday
2025-11-21,2,disciplined_professional,3.1,6.5,exercise,0.9,8 PM,LinkedIn,724,Bills,Happy,7,Weekday
2025-11-22,2,disciplined_professional,7.1,5.9,exercise,1.1,8 PM,LinkedIn,2646,Travel,Neutral,4,Weekend
2025-11-23,2,disciplined_professional,6.9,6.3,exercise,0.9,9 PM,LinkedIn,2088,Health,Neutral,4,Weekend
2025-11-24,2,disciplined_professional,3.8,6.3,exercise,1.4,8 PM,Chrome,481,Food,Stressed,4,Weekday
2025-11-25,2,disciplined_professional,1.8,6.3,work,6.5,7 PM,LinkedIn,310,Education,Neutral,3,Weekday
2025-11-26,2,disciplined_professional,2.5,6.7,work,6.8,8 PM,LinkedIn,313,Health,Happy,9,Weekday
2025-11-27,2,disciplined_professional,2.7,6.3,exercise,0.6,8 PM,YouTube,391,Food,Neutral,5,Weekday
2025-11-28,2,disciplined_professional,2.9,6.6,exercise,1.0,8 PM,YouTube,209,Food,Happy,10,Weekday
2025-11-29,2,disciplined_professional,2.0,7.0,work,8.5,7 PM,LinkedIn,216,Education,Neutral,6,Weekend
2025-11-30,2,disciplined_professional,1.7,7.3,study,3.4,8 PM,WhatsApp,206,Education,Happy,9,Weekend
2025-12-01,2,disciplined_professional,2.0,7.3,exercise,1.1,8 PM,LinkedIn,243,Bills,Happy,10,Weekday
2025-12-02,2,disciplined_professional,2.5,7.3,work,8.8,8 PM,WhatsApp,349,Health,Neutral,5,Weekday
2025-12-03,2,disciplined_professional,3.2,6.9,exercise,0.6,8 PM,LinkedIn,369,Food,Neutral,4,Weekday
2025-12-04,2,disciplined_professional,4.9,6.4,exercise,0.7,9 PM,LinkedIn,502,Food,Neutral,6,Weekday
2025-12-05,2,disciplined_professional,5.1,6.6,exercise,0.8,8 PM,LinkedIn,488,Food,Neutral,6,Weekday
2025-12-06,2,disciplined_professional,6.3,6.5,exercise,0.8,8 PM,LinkedIn,936,Bills,Stressed,3,Weekend
2025-12-07,2,disciplined_professional,6.4,5.6,exercise,1.3,9 PM,LinkedIn,1463,Travel,Stressed,2,Weekend
2025-12-08,2,disciplined_professional,4.3,6.4,exercise,1.1,7 PM,LinkedIn,465,Bills,Stressed,4,Weekday
2025-12-09,2,disciplined_professional,4.6,6.0,exercise,0.9,7 PM,WhatsApp,619,Bills,Stressed,3,Weekday
2025-12-10,2,disciplined_professional,4.2,5.6,study,1.0,9 PM,LinkedIn,529,Food,Neutral,4,Weekday
2025-12-11,2,disciplined_professional,4.3,6.5,exercise,0.6,10 PM,YouTube,635,Health,Neutral,6,Weekday
2025-12-12,2,disciplined_professional,4.8,6.6,work,6.2,8 PM,YouTube,677,Travel,Happy,9,Weekday
2025-12-13,2,disciplined_professional,8.1,5.9,exercise,1.2,9 PM,YouTube,1341,Health,Neutral,3,Weekend
2025-12-14,2,disciplined_professional,6.4,6.3,exercise,0.6,9 PM,WhatsApp,2504,Travel,Happy,3,Weekend
2025-12-15,2,disciplined_professional,3.9,6.0,exercise,1.0,8 PM,WhatsApp,616,Food,Neutral,4,Weekday
2025-12-16,2,disciplined_professional,3.8,6.4,exercise,1.0,9 PM,YouTube,606,Travel,Neutral,3,Weekday
2025-12-17,2,disciplined_professional,3.8,6.0,exercise,0.6,8 PM,WhatsApp,528,Bills,Neutral,5,Weekday
2025-12-18,2,disciplined_professional,3.4,5.9,exercise,1.4,7 PM,WhatsApp,694,Bills,Happy,7,Weekday
2025-12-19,2,disciplined_professional,3.8,6.4,exercise,0.8,10 PM,YouTube,599,Bills,Neutral,5,Weekday
2025-12-20,2,disciplined_professional,6.8,5.6,exercise,1.1,10 PM,LinkedIn,1768,Bills,Happy,3,Weekend
2025-12-21,2,disciplined_professional,8.0,5.8,exercise,1.3,9 PM,LinkedIn,1004,Food,Happy,4,Weekend
2025-12-22,2,disciplined_professional,3.9,7.0,exercise,1.7,9 PM,Chrome,385,Food,Happy,9,Weekday
2025-12-23,2,disciplined_professional,3.3,5.6,exercise,1.3,10 PM,YouTube,444,Travel,Happy,9,Weekday
2025-12-24,2,disciplined_professional,3.3,6.6,work,6.1,8 PM,LinkedIn,680,Health,Happy,8,Weekday
2025-12-25,2,disciplined_professional,5.3,6.1,exercise,1.2,8 PM,Chrome,486,Health,Stressed,4,Weekday
2025-12-26,2,disciplined_professional,4.5,5.5,work,7.5,10 PM,LinkedIn,706,Bills,Neutral,4,Weekday
2025-12-27,2,disciplined_professional,6.6,5.9,exercise,0.9,10 PM,Chrome,2145,Food,Stressed,3,Weekend
2025-12-28,2,disciplined_professional,8.8,6.6,exercise,1.8,10 PM,WhatsApp,2657,Health,Stressed,2,Weekend
2025-12-29,2,disciplined_professional,5.4,5.6,exercise,1.0,8 PM,LinkedIn,414,Food,Neutral,4,Weekday
2025-12-30,2,disciplined_professional,3.6,6.6,exercise,0.9,8 PM,YouTube,787,Travel,Happy,8,Weekday
2025-12-31,2,disciplined_professional,5.0,5.6,work,7.6,10 PM,LinkedIn,672,Bills,Neutral,6,Weekday
2026-01-01,2,disciplined_professional,3.9,6.8,study,4.4,8 PM,LinkedIn,1822,Bills,Happy,9,Weekday
2026-01-02,2,disciplined_professional,3.4,6.0,exercise,0.8,9 PM,Chrome,729,Food,Stressed,2,Weekday
2026-01-03,2,disciplined_professional,6.6,5.6,exercise,1.6,9 PM,LinkedIn,1617,Food,Happy,3,Weekend
2026-01-04,2,disciplined_professional,7.7,5.7,exercise,1.5,9 PM,WhatsApp,2285,Travel,Neutral,5,Weekend
2026-01-05,2,disciplined_professional,4.6,6.2,work,4.6,7 PM,WhatsApp,743,Health,Neutral,4,Weekday
2026-01-06,2,disciplined_professional,3.2,6.5,exercise,1.3,8 PM,WhatsApp,620,Bills,Happy,8,Weekday
2026-01-07,2,disciplined_professional,12.6,4.6,rest,2.2,12 AM,YouTube,2033,Food,Stressed,2,Weekday
2026-01-08,2,disciplined_professional,9.8,3.9,social,2.7,2 AM,LinkedIn,2451,Entertainment,Stressed,1,Weekday
2026-01-09,2,disciplined_professional,10.5,4.1,rest,2.1,11 PM,YouTube,3543,Entertainment,Stressed,1,Weekday
2026-01-10,2,disciplined_professional,12.4,5.1,rest,1.9,1 AM,LinkedIn,3706,Food,Stressed,1,Weekend
2026-01-11,2,disciplined_professional,11.1,4.5,rest,1.9,11 PM,LinkedIn,3266,Entertainment,Stressed,3,Weekend
2026-01-12,2,disciplined_professional,11.0,4.6,rest,3.4,12 AM,Chrome,1594,Entertainment,Neutral,5,Weekday
2026-01-13,2,disciplined_professional,12.2,4.0,social,2.7,11 PM,WhatsApp,2493,Food,Neutral,3,Weekday
2026-01-14,2,disciplined_professional,12.5,4.6,rest,2.6,12 AM,LinkedIn,3066,Shopping,Stressed,2,Weekday
2026-01-15,2,disciplined_professional,10.7,5.0,social,3.6,2 AM,LinkedIn,2612,Shopping,Stressed,2,Weekday
2026-01-16,2,disciplined_professional,4.7,6.4,exercise,0.7,9 PM,YouTube,1575,Food,Happy,7,Weekday
2026-01-17,2,disciplined_professional,7.3,6.8,exercise,1.0,10 PM,WhatsApp,1220,Food,Neutral,6,Weekend
2026-01-18,2,disciplined_professional,6.6,6.4,rest,1.6,9 PM,WhatsApp,2031,Bills,Stressed,5,Weekend
2026-01-19,2,disciplined_professional,4.1,5.8,work,5.1,8 PM,Chrome,780,Travel,Neutral,6,Weekday
2026-01-20,2,disciplined_professional,5.2,5.5,exercise,1.6,9 PM,WhatsApp,784,Health,Neutral,4,Weekday
2026-01-21,2,disciplined_professional,4.7,6.8,exercise,0.8,9 PM,LinkedIn,637,Bills,Neutral,5,Weekday
2026-01-22,2,disciplined_professional,3.6,6.0,exercise,0.7,8 PM,LinkedIn,428,Bills,Neutral,5,Weekday
2026-01-23,2,disciplined_professional,3.8,6.9,exercise,0.7,8 PM,YouTube,664,Food,Happy,9,Weekday
2026-01-24,2,disciplined_professional,7.0,5.7,exercise,1.3,8 PM,Chrome,2644,Bills,Stressed,4,Weekend
2026-01-25,2,disciplined_professional,8.3,5.7,rest,1.5,9 PM,YouTube,2578,Food,Neutral,3,Weekend
2026-01-26,2,disciplined_professional,4.3,5.8,exercise,1.3,9 PM,LinkedIn,622,Bills,Happy,8,Weekday
2026-01-27,2,disciplined_professional,3.6,6.8,exercise,1.7,9 PM,Chrome,743,Food,Happy,8,Weekday
2026-01-28,2,disciplined_professional,4.1,6.9,exercise,1.3,9 PM,Chrome,792,Food,Happy,7,Weekday
2026-01-29,2,disciplined_professional,5.2,6.0,exercise,0.9,9 PM,Chrome,2206,Food,Neutral,4,Weekday
2026-01-30,2,disciplined_professional,3.2,6.0,work,4.8,8 PM,Chrome,472,Bills,Neutral,5,Weekday
2026-01-31,2,disciplined_professional,2.3,7.3,work,7.0,8 PM,LinkedIn,329,Health,Happy,10,Weekend
2026-02-01,2,disciplined_professional,3.3,7.6,study,4.5,8 PM,WhatsApp,683,Bills,Neutral,6,Weekend
2026-02-02,2,disciplined_professional,3.4,7.3,study,1.0,7 PM,YouTube,336,Food,Happy,8,Weekday
2026-02-03,2,disciplined_professional,3.1,7.2,study,3.2,8 PM,YouTube,102,Health,Happy,8,Weekday
2026-02-04,2,disciplined_professional,2.9,6.3,exercise,0.8,8 PM,LinkedIn,100,Health,Neutral,4,Weekday
2026-02-05,2,disciplined_professional,1.6,6.8,exercise,0.7,7 PM,WhatsApp,372,Food,Neutral,6,Weekday
2026-02-06,2,disciplined_professional,2.3,6.8,work,7.7,7 PM,LinkedIn,232,Food,Happy,8,Weekday
2026-02-07,2,disciplined_professional,2.6,6.3,work,8.9,8 PM,LinkedIn,446,Education,Neutral,6,Weekend
2026-02-08,2,disciplined_professional,3.2,7.6,exercise,1.2,7 PM,WhatsApp,229,Food,Neutral,5,Weekend
2026-02-09,2,disciplined_professional,5.0,6.1,exercise,1.0,9 PM,Chrome,602,Bills,Stressed,4,Weekday
2026-02-10,2,disciplined_professional,3.6,6.6,exercise,1.0,8 PM,Chrome,757,Food,Happy,8,Weekday
2026-02-11,2,disciplined_professional,5.0,5.8,exercise,0.7,8 PM,Chrome,511,Food,Neutral,4,Weekday
2026-02-12,2,disciplined_professional,3.3,6.3,work,5.7,8 PM,LinkedIn,445,Food,Neutral,5,Weekday
2026-02-13,2,disciplined_professional,4.1,6.3,work,3.8,8 PM,WhatsApp,494,Travel,Stressed,5,Weekday
2026-02-14,2,disciplined_professional,6.6,6.7,rest,1.5,8 PM,WhatsApp,2327,Bills,Neutral,3,Weekend
2026-02-15,2,disciplined_professional,9.4,4.3,exercise,1.7,12 AM,LinkedIn,1646,Bills,Stressed,2,Weekend
2026-02-16,2,disciplined_professional,6.0,5.9,rest,1.7,7 PM,LinkedIn,422,Food,Stressed,1,Weekday
2026-02-17,2,disciplined_professional,4.8,7.0,work,5.4,9 PM,YouTube,2844,Bills,Neutral,6,Weekday
2026-02-18,2,disciplined_professional,3.5,5.8,exercise,1.4,10 PM,LinkedIn,489,Food,Happy,6,Weekday
2026-02-19,2,disciplined_professional,3.4,6.6,exercise,0.6,8 PM,LinkedIn,394,Bills,Happy,8,Weekday
2026-02-20,2,disciplined_professional,3.8,7.0,work,4.7,8 PM,LinkedIn,402,Bills,Happy,9,Weekday
2026-02-21,2,disciplined_professional,7.1,5.6,exercise,0.8,9 PM,YouTube,1135,Travel,Neutral,3,Weekend
2026-02-22,2,disciplined_professional,6.1,5.7,exercise,0.7,10 PM,Chrome,1970,Bills,Neutral,4,Weekend
2026-02-23,2,disciplined_professional,5.3,6.8,exercise,0.9,8 PM,LinkedIn,585,Health,Happy,4,Weekday
2026-02-24,2,disciplined_professional,3.8,6.0,work,6.9,8 PM,YouTube,687,Food,Neutral,6,Weekday
2026-02-25,2,disciplined_professional,3.7,6.6,exercise,1.5,10 PM,WhatsApp,1925,Bills,Happy,7,Weekday
2026-02-26,2,disciplined_professional,4.3,6.7,exercise,1.3,7 PM,Chrome,443,Food,Happy,6,Weekday
2026-02-27,2,disciplined_professional,4.4,6.6,exercise,1.3,9 PM,LinkedIn,602,Food,Happy,7,Weekday
2026-02-28,2,disciplined_professional,7.0,6.4,rest,1.3,8 PM,Chrome,1942,Bills,Neutral,6,Weekend
2026-03-01,2,disciplined_professional,8.4,6.5,exercise,0.8,8 PM,LinkedIn,4936,Bills,Neutral,4,Weekend
2026-03-02,2,disciplined_professional,4.1,6.9,exercise,1.5,10 PM,YouTube,794,Travel,Neutral,6,Weekday
2026-03-03,2,disciplined_professional,10.6,4.0,rest,1.1,12 AM,YouTube,1462,Food,Stressed,1,Weekday
2026-03-04,2,disciplined_professional,10.0,4.7,rest,3.5,2 AM,Chrome,2784,Shopping,Stressed,3,Weekday
2026-03-05,2,disciplined_professional,11.8,4.8,rest,2.9,12 AM,YouTube,2285,Food,Stressed,3,Weekday
2026-03-06,2,disciplined_professional,9.5,4.3,social,4.0,1 AM,WhatsApp,2310,Food,Stressed,2,Weekday
2026-03-07,2,disciplined_professional,12.7,4.4,rest,2.3,1 AM,LinkedIn,4759,Food,Stressed,2,Weekend
2026-03-08,2,disciplined_professional,13.3,4.1,rest,2.2,1 AM,LinkedIn,5182,Entertainment,Stressed,2,Weekend
2026-03-09,2,disciplined_professional,11.3,5.1,social,1.6,1 AM,YouTube,2421,Shopping,Neutral,5,Weekday
2026-03-10,2,disciplined_professional,10.6,4.4,rest,2.9,1 AM,Chrome,1790,Food,Stressed,1,Weekday
2026-03-11,2,disciplined_professional,10.0,4.3,rest,2.4,2 AM,LinkedIn,1796,Food,Stressed,1,Weekday
2026-03-12,2,disciplined_professional,7.0,6.1,exercise,1.6,8 PM,LinkedIn,626,Travel,Stressed,3,Weekday
2026-03-13,2,disciplined_professional,3.7,6.4,exercise,1.1,9 PM,WhatsApp,706,Health,Neutral,4,Weekday
2026-03-14,2,disciplined_professional,8.7,6.0,exercise,0.8,9 PM,LinkedIn,2239,Bills,Stressed,4,Weekend
2026-03-15,2,disciplined_professional,6.3,5.7,exercise,1.6,10 PM,Chrome,1471,Bills,Happy,5,Weekend
2026-03-16,2,disciplined_professional,3.2,6.4,work,6.8,7 PM,Chrome,670,Bills,Neutral,6,Weekday
2026-03-17,2,disciplined_professional,3.8,6.4,exercise,0.8,7 PM,LinkedIn,522,Food,Neutral,6,Weekday
2026-03-18,2,disciplined_professional,4.5,6.6,exercise,0.9,7 PM,WhatsApp,643,Travel,Happy,8,Weekday
2026-03-19,2,disciplined_professional,3.1,6.2,exercise,1.7,9 PM,WhatsApp,767,Food,Neutral,4,Weekday
2026-03-20,2,disciplined_professional,1.7,7.6,work,7.5,8 PM,WhatsApp,321,Education,Happy,7,Weekday
2026-03-21,2,disciplined_professional,1.8,6.4,exercise,0.9,7 PM,WhatsApp,173,Health,Neutral,4,Weekend
2026-03-22,2,disciplined_professional,2.7,6.8,study,1.3,7 PM,LinkedIn,287,Health,Happy,7,Weekend
2026-03-23,2,disciplined_professional,1.7,6.5,work,7.8,8 PM,Chrome,418,Health,Happy,7,Weekday
2026-03-24,2,disciplined_professional,2.0,6.7,exercise,0.7,8 PM,Chrome,206,Food,Happy,9,Weekday
2026-03-25,2,disciplined_professional,1.5,7.7,study,0.7,7 PM,WhatsApp,414,Health,Neutral,3,Weekday
2026-03-26,2,disciplined_professional,2.8,7.7,exercise,1.2,7 PM,LinkedIn,418,Education,Neutral,3,Weekday
2026-03-27,2,disciplined_professional,2.2,6.6,exercise,1.7,8 PM,LinkedIn,368,Education,Neutral,3,Weekday
2026-03-28,2,disciplined_professional,2.7,6.6,exercise,1.1,8 PM,WhatsApp,298,Food,Neutral,4,Weekend
2026-03-29,2,disciplined_professional,9.2,4.3,exercise,0.8,12 AM,Chrome,3194,Travel,Stressed,3,Weekend
2025-10-01,3,student_burnout,7.6,5.6,study,4.1,10 PM,Telegram,2447,Bills,Stressed,2,Weekday
2025-10-02,3,student_burnout,7.0,4.5,study,3.3,11 PM,Instagram,267,Education,Stressed,3,Weekday
2025-10-03,3,student_burnout,8.7,5.3,rest,1.9,10 PM,Instagram,477,Education,Stressed,1,Weekday
2025-10-04,3,student_burnout,8.9,4.7,exercise,0.7,10 PM,YouTube,1277,Education,Stressed,1,Weekend
2025-10-05,3,student_burnout,9.1,4.0,rest,1.3,1 AM,YouTube,1422,Food,Stressed,3,Weekend
2025-10-06,3,student_burnout,6.3,4.5,rest,1.9,10 PM,YouTube,171,Entertainment,Stressed,3,Weekday
2025-10-07,3,student_burnout,6.5,4.7,study,1.8,11 PM,Netflix,229,Food,Neutral,3,Weekday
2025-10-08,3,student_burnout,6.9,3.8,rest,3.2,10 PM,Telegram,402,Education,Stressed,3,Weekday
2025-10-09,3,student_burnout,11.2,5.0,rest,2.7,1 AM,Telegram,1859,Food,Neutral,4,Weekday
2025-10-10,3,student_burnout,12.3,4.0,social,3.3,2 AM,Telegram,2876,Entertainment,Neutral,4,Weekday
2025-10-11,3,student_burnout,10.7,4.6,rest,1.8,12 AM,YouTube,4646,Entertainment,Stressed,2,Weekend
2025-10-12,3,student_burnout,12.0,5.1,rest,2.1,2 AM,Netflix,3986,Food,Stressed,2,Weekend
2025-10-13,3,student_burnout,13.4,4.0,rest,2.5,1 AM,YouTube,1842,Food,Stressed,2,Weekday
2025-10-14,3,student_burnout,12.0,3.8,rest,2.8,12 AM,Telegram,1363,Shopping,Stressed,1,Weekday
2025-10-15,3,student_burnout,10.1,4.6,rest,1.4,12 AM,YouTube,1684,Food,Neutral,5,Weekday
2025-10-16,3,student_burnout,10.5,4.9,social,1.9,1 AM,Telegram,2541,Food,Stressed,3,Weekday
2025-10-17,3,student_burnout,10.1,3.9,rest,3.1,1 AM,Netflix,1789,Food,Stressed,1,Weekday
2025-10-18,3,student_burnout,12.1,4.8,rest,3.4,2 AM,Instagram,3883,Food,Neutral,5,Weekend
2025-10-19,3,student_burnout,10.4,4.6,social,1.6,12 AM,Instagram,2106,Education,Stressed,2,Weekend
2025-10-20,3,student_burnout,8.7,4.0,rest,2.1,10 PM,YouTube,720,Entertainment,Stressed,2,Weekday
2025-10-21,3,student_burnout,6.2,4.8,exercise,0.8,10 PM,Telegram,480,Food,Neutral,6,Weekday
2025-10-22,3,student_burnout,8.0,5.1,rest,2.8,10 PM,YouTube,801,Food,Neutral,5,Weekday
2025-10-23,3,student_burnout,5.1,4.3,rest,1.5,9 PM,Telegram,462,Education,Neutral,6,Weekday
2025-10-24,3,student_burnout,7.5,5.6,study,1.8,11 PM,Instagram,838,Entertainment,Stressed,5,Weekday
2025-10-25,3,student_burnout,12.2,4.0,rest,3.3,1 AM,YouTube,1312,Food,Stressed,1,Weekend
2025-10-26,3,student_burnout,12.2,4.8,rest,3.2,1 AM,Instagram,1625,Food,Stressed,1,Weekend
2025-10-27,3,student_burnout,8.5,4.4,rest,3.2,10 PM,YouTube,857,Food,Stressed,2,Weekday
2025-10-28,3,student_burnout,7.2,4.7,study,2.9,11 PM,Netflix,702,Entertainment,Stressed,3,Weekday
2025-10-29,3,student_burnout,3.0,7.3,work,3.8,10 PM,Instagram,166,Health,Neutral,6,Weekday
2025-10-30,3,student_burnout,1.8,6.5,work,9.0,10 PM,Netflix,270,Food,Happy,8,Weekday
2025-10-31,3,student_burnout,1.7,6.3,exercise,0.9,9 PM,YouTube,307,Health,Stressed,4,Weekday
2025-11-01,3,student_burnout,1.8,6.5,exercise,1.5,10 PM,Instagram,334,Shopping,Happy,7,Weekend
2025-11-02,3,student_burnout,1.9,7.2,exercise,1.3,10 PM,YouTube,182,Health,Neutral,3,Weekend
2025-11-03,3,student_burnout,2.1,7.0,work,7.7,10 PM,Instagram,232,Education,Neutral,5,Weekday
2025-11-04,3,student_burnout,2.9,6.6,exercise,1.0,10 PM,Telegram,238,Food,Neutral,4,Weekday
2025-11-05,3,student_burnout,2.0,6.7,exercise,0.6,9 PM,Telegram,182,Health,Happy,7,Weekday
2025-11-06,3,student_burnout,2.1,6.4,exercise,1.0,9 PM,Netflix,422,Health,Happy,9,Weekday
2025-11-07,3,student_burnout,5.1,4.5,study,4.1,9 PM,Instagram,298,Food,Stressed,1,Weekday
2025-11-08,3,student_burnout,8.5,5.3,social,2.8,11 PM,Netflix,600,Education,Happy,5,Weekend
2025-11-09,3,student_burnout,10.4,5.2,rest,2.3,12 AM,Netflix,790,Food,Stressed,1,Weekend
2025-11-10,3,student_burnout,7.2,4.4,rest,1.2,10 PM,Instagram,2853,Food,Stressed,1,Weekday
2025-11-11,3,student_burnout,6.3,5.7,study,1.1,11 PM,Instagram,158,Education,Stressed,2,Weekday
2025-11-12,3,student_burnout,7.4,4.5,work,4.5,11 PM,Instagram,822,Entertainment,Stressed,2,Weekday
2025-11-13,3,student_burnout,8.5,4.0,rest,2.7,11 PM,Netflix,862,Education,Stressed,3,Weekday
2025-11-14,3,student_burnout,8.6,4.7,work,4.4,10 PM,Telegram,934,Entertainment,Stressed,1,Weekday
2025-11-15,3,student_burnout,9.2,4.5,exercise,1.3,1 AM,Netflix,1977,Education,Stressed,2,Weekend
2025-11-16,3,student_burnout,12.9,4.2,rest,3.1,11 PM,Telegram,1414,Entertainment,Neutral,3,Weekend
2025-11-17,3,student_burnout,8.5,4.9,rest,1.8,9 PM,Netflix,568,Food,Neutral,3,Weekday
2025-11-18,3,student_burnout,7.1,4.3,study,2.7,10 PM,Telegram,778,Food,Stressed,2,Weekday
2025-11-19,3,student_burnout,7.2,5.8,study,1.7,12 AM,Telegram,585,Food,Happy,3,Weekday
2025-11-20,3,student_burnout,8.7,4.3,rest,3.1,12 AM,Netflix,417,Food,Stressed,1,Weekday
2025-11-21,3,student_burnout,7.4,3.7,exercise,0.6,11 PM,Netflix,696,Food,Neutral,4,Weekday
2025-11-22,3,student_burnout,8.8,4.7,rest,2.0,10 PM,Netflix,1057,Food,Neutral,4,Weekend
2025-11-23,3,student_burnout,9.4,4.5,social,4.5,1 AM,Netflix,1406,Education,Stressed,1,Weekend
2025-11-24,3,student_burnout,8.3,3.8,rest,1.6,10 PM,Netflix,729,Education,Stressed,2,Weekday
2025-11-25,3,student_burnout,6.6,4.1,rest,1.5,10 PM,Instagram,121,Entertainment,Stressed,2,Weekday
2025-11-26,3,student_burnout,7.7,5.9,study,1.6,10 PM,Telegram,485,Education,Happy,5,Weekday
2025-11-27,3,student_burnout,6.3,4.7,study,1.1,11 PM,Instagram,295,Education,Stressed,1,Weekday
2025-11-28,3,student_burnout,7.9,4.6,rest,3.2,9 PM,Instagram,821,Food,Neutral,5,Weekday
2025-11-29,3,student_burnout,11.3,4.3,exercise,1.5,12 AM,Netflix,1693,Entertainment,Neutral,4,Weekend
2025-11-30,3,student_burnout,10.0,4.7,work,2.0,12 AM,YouTube,1737,Education,Stressed,2,Weekend
2025-12-01,3,student_burnout,6.8,4.2,rest,3.2,11 PM,YouTube,5861,Bills,Stressed,2,Weekday
2025-12-02,3,student_burnout,9.9,3.8,rest,1.6,11 PM,Netflix,2588,Entertainment,Neutral,3,Weekday
2025-12-03,3,student_burnout,11.4,3.8,rest,2.9,11 PM,Telegram,2945,Food,Stressed,1,Weekday
2025-12-04,3,student_burnout,12.5,4.5,rest,3.4,12 AM,Netflix,2770,Food,Stressed,3,Weekday
2025-12-05,3,student_burnout,10.1,4.1,rest,2.5,2 AM,Netflix,2928,Entertainment,Stressed,3,Weekday
2025-12-06,3,student_burnout,9.7,4.7,rest,2.4,12 AM,Netflix,4450,Entertainment,Stressed,1,Weekend
2025-12-07,3,student_burnout,11.1,4.3,social,2.7,11 PM,Instagram,4397,Shopping,Neutral,6,Weekend
2025-12-08,3,student_burnout,10.3,3.9,social,1.8,12 AM,Netflix,2661,Entertainment,Stressed,1,Weekday
2025-12-09,3,student_burnout,11.8,3.9,social,3.3,2 AM,Netflix,2881,Shopping,Stressed,1,Weekday
2025-12-10,3,student_burnout,10.7,4.0,rest,1.9,12 AM,Instagram,2411,Food,Stressed,2,Weekday
2025-12-11,3,student_burnout,12.4,4.8,social,2.3,1 AM,Netflix,2174,Entertainment,Neutral,3,Weekday
2025-12-12,3,student_burnout,10.9,4.5,rest,3.4,12 AM,Instagram,2463,Entertainment,Neutral,4,Weekday
2025-12-13,3,student_burnout,9.7,3.8,rest,3.5,12 AM,YouTube,1063,Education,Stressed,3,Weekend
2025-12-14,3,student_burnout,10.3,4.4,social,4.1,12 AM,Instagram,1424,Entertainment,Stressed,3,Weekend
2025-12-15,3,student_burnout,6.6,4.3,exercise,1.7,9 PM,Netflix,210,Food,Neutral,4,Weekday
2025-12-16,3,student_burnout,6.8,6.0,study,3.3,11 PM,Netflix,410,Food,Happy,3,Weekday
2025-12-17,3,student_burnout,9.0,3.8,rest,1.6,12 AM,Instagram,495,Entertainment,Stressed,2,Weekday
2025-12-18,3,student_burnout,8.6,4.1,rest,2.7,12 AM,Telegram,1038,Entertainment,Stressed,1,Weekday
2025-12-19,3,student_burnout,8.7,4.3,work,3.9,10 PM,YouTube,739,Entertainment,Stressed,3,Weekday
2025-12-20,3,student_burnout,12.2,4.1,rest,2.3,12 AM,Instagram,1950,Food,Stressed,1,Weekend
2025-12-21,3,student_burnout,12.7,4.8,rest,3.0,11 PM,Instagram,964,Entertainment,Stressed,2,Weekend
2025-12-22,3,student_burnout,9.4,4.0,rest,1.2,11 PM,YouTube,890,Education,Stressed,3,Weekday
2025-12-23,3,student_burnout,6.6,4.1,rest,1.2,11 PM,YouTube,442,Entertainment,Stressed,1,Weekday
2025-12-24,3,student_burnout,8.1,4.9,rest,3.2,11 PM,Netflix,704,Entertainment,Stressed,2,Weekday
2025-12-25,3,student_burnout,8.2,4.0,exercise,1.7,11 PM,Telegram,593,Food,Stressed,2,Weekday
2025-12-26,3,student_burnout,8.8,4.6,social,4.1,9 PM,Instagram,749,Food,Neutral,6,Weekday
2025-12-27,3,student_burnout,2.7,7.1,work,7.5,9 PM,Instagram,359,Education,Happy,9,Weekend
2025-12-28,3,student_burnout,2.8,6.5,exercise,1.4,9 PM,Netflix,302,Education,Neutral,6,Weekend
2025-12-29,3,student_burnout,2.0,7.7,exercise,1.5,9 PM,Instagram,247,Education,Happy,10,Weekday
2025-12-30,3,student_burnout,3.2,6.4,study,4.3,10 PM,YouTube,124,Food,Stressed,3,Weekday
2025-12-31,3,student_burnout,2.6,6.7,work,8.9,9 PM,Instagram,320,Food,Happy,8,Weekday
2026-01-01,3,student_burnout,2.2,7.0,exercise,1.3,9 PM,Netflix,1040,Shopping,Neutral,3,Weekday
2026-01-02,3,student_burnout,2.0,6.8,study,3.4,9 PM,Netflix,151,Health,Happy,7,Weekday
